id,date,home_team,away_team,home_score,away_score,tournament,neutral,city,country
2969,2020-02-01,Zimbabwe,North Macedonia,1,1,FIFA World Cup qualification,False,Various,Various
4375,2020-02-01,Albania,Armenia,1,1,International Friendly,False,Various,Various
585,2020-02-03,Egypt,Uzbekistan,2,1,Africa Cup of Nations,False,Various,Various
978,2020-02-03,China PR,Canada,2,0,UEFA European Championship,False,Various,Various
2038,2020-02-03,Burkina Faso,Netherlands,1,2,CONCACAF Gold Cup,False,Various,Various
957,2020-02-04,Paraguay,Iran,1,0,FIFA World Cup,False,Various,Various
1792,2020-02-05,Kuwait,Serbia,1,0,FIFA World Cup,False,Various,Various
428,2020-02-06,Ukraine,Indonesia,1,0,FIFA World Cup,False,Various,Various
493,2020-02-06,Madagascar,Hong Kong,1,0,International Friendly,False,Various,Various
3067,2020-02-06,Philippines,Mexico,2,1,Friendly,False,Various,Various
296,2020-02-08,Finland,Netherlands,2,3,Africa Cup of Nations,False,Various,Various
451,2020-02-08,Azerbaijan,South Korea,2,1,UEFA Nations League,False,Various,Various
3181,2020-02-08,Sri Lanka,Pakistan,2,1,Africa Cup of Nations,False,Various,Various
1266,2020-02-09,Denmark,Libya,2,1,CONCACAF Gold Cup,False,Various,Various
1667,2020-02-09,Gabon,Indonesia,1,1,Africa Cup of Nations,False,Various,Various
3414,2020-02-10,Suriname,Cape Verde,4,3,Copa América,False,Various,Various
4499,2020-02-10,North Macedonia,Cuba,4,3,International Friendly,True,São Paulo,England
1148,2020-02-12,Mongolia,Burkina Faso,3,4,Copa América,False,Various,Various
3428,2020-02-12,Finland,Bosnia and Herzegovina,3,2,Africa Cup of Nations,False,Various,Various
3453,2020-02-13,Rwanda,Honduras,2,1,FIFA World Cup,False,Various,Various
3579,2020-02-13,Portugal,Poland,0,0,UEFA European Championship,False,Various,Various
2612,2020-02-14,England,Jamaica,0,0,UEFA European Championship,False,Various,England
2669,2020-02-14,Bolivia,Libya,4,2,Africa Cup of Nations,False,Various,Various
2767,2020-02-14,Mali,North Macedonia,1,2,Copa América,True,Doha,France
3382,2020-02-14,Japan,Jordan,4,3,UEFA European Championship,True,Paris,Qatar
1716,2020-02-15,Thailand,Mali,0,1,AFC Asian Cup,False,Various,Various
2679,2020-02-15,Denmark,Singapore,1,0,CONCACAF Gold Cup,False,Various,Various
3360,2020-02-15,Spain,Kazakhstan,2,1,UEFA European Championship,False,Various,Various
4040,2020-02-15,Ghana,Guinea,2,2,AFC Asian Cup,False,Various,Various
616,2020-02-16,Nigeria,Zambia,2,0,Friendly,True,London,England
3870,2020-02-16,Turkey,Austria,1,1,Copa América,False,Various,Various
2115,2020-02-17,Chile,Germany,1,0,Copa América,False,Various,Various
4880,2020-02-17,Finland,Israel,3,2,AFC Asian Cup,False,Various,Various
719,2020-02-18,Northern Ireland,Philippines,2,1,Africa Cup of Nations,False,Various,Various
1000,2020-02-18,Madagascar,Libya,3,2,Copa América,False,Various,Various
785,2020-02-19,Haiti,Jordan,4,3,Friendly,True,São Paulo,France
1029,2020-02-19,France,Zambia,2,0,UEFA Nations League,False,Various,France
3503,2020-02-19,Senegal,Vietnam,2,1,Friendly,False,Various,Various
4144,2020-02-20,Slovakia,Kuwait,0,0,UEFA Nations League,False,Various,Various
3492,2020-02-21,Slovenia,Northern Ireland,0,0,FIFA World Cup,True,Berlin,Germany
3790,2020-02-22,Portugal,Colombia,1,0,International Friendly,False,Various,Various
3948,2020-02-22,Belgium,Sri Lanka,4,1,AFC Asian Cup,True,Berlin,Brazil
4555,2020-02-22,Palestine,Peru,2,1,Friendly,False,Various,Various
2082,2020-02-23,Haiti,England,2,2,Africa Cup of Nations,False,Various,Various
4538,2020-02-23,India,Sweden,2,1,FIFA World Cup,False,Various,Various
3065,2020-02-24,Belgium,Czech Republic,1,0,UEFA European Championship,False,Various,Various
1155,2020-02-25,Japan,Burkina Faso,0,0,FIFA World Cup qualification,False,Various,Various
1383,2020-02-25,Finland,Qatar,3,2,FIFA World Cup qualification,False,Various,Various
2308,2020-02-25,Zambia,Panama,2,3,Copa América,False,Various,Various
1403,2020-02-27,Bangladesh,Venezuela,2,3,AFC Asian Cup,False,Various,Various
1987,2020-02-27,Denmark,Ecuador,1,1,CONCACAF Gold Cup,False,Various,Various
2234,2020-02-27,El Salvador,Qatar,1,0,AFC Asian Cup,False,Various,Various
4596,2020-02-27,Guyana,Singapore,3,1,FIFA World Cup,False,Various,Various
4725,2020-02-27,Bosnia and Herzegovina,Colombia,0,0,UEFA Nations League,False,Various,Various
2454,2020-02-28,Bolivia,Italy,1,3,UEFA Nations League,False,Various,Various
3627,2020-02-28,Norway,Dominican Republic,0,0,CONCACAF Gold Cup,False,Various,Various
4544,2020-02-28,Paraguay,Tunisia,2,1,FIFA World Cup qualification,False,Various,Various
4678,2020-02-28,China PR,Argentina,1,2,International Friendly,False,Various,Various
3203,2020-02-29,Peru,Chile,2,1,UEFA Nations League,False,Various,Various
2199,2020-03-01,Mauritania,Israel,3,2,FIFA World Cup qualification,False,Various,Various
2632,2020-03-01,Saudi Arabia,Senegal,3,2,FIFA World Cup qualification,False,Various,Various
2690,2020-03-01,Senegal,Yemen,2,1,Copa América,False,Various,Various
2901,2020-03-01,El Salvador,Burkina Faso,2,1,FIFA World Cup qualification,True,São Paulo,France
1189,2020-03-02,Sri Lanka,Colombia,4,1,FIFA World Cup qualification,False,Various,Various
2314,2020-03-02,Trinidad and Tobago,Senegal,4,1,Copa América,False,Various,Various
2989,2020-03-02,Greece,Mauritania,2,1,UEFA European Championship,False,Various,Various
4007,2020-03-02,Croatia,Cape Verde,2,2,Friendly,False,Various,Various
2580,2020-03-04,China PR,Mauritania,1,0,Africa Cup of Nations,False,Various,Various
2708,2020-03-04,Norway,Jordan,3,2,UEFA European Championship,False,Various,Various
4200,2020-03-04,South Africa,Turkey,2,3,FIFA World Cup,False,Various,Various
742,2020-03-05,India,Gabon,0,1,FIFA World Cup qualification,False,Various,Various
4203,2020-03-05,El Salvador,Italy,1,2,FIFA World Cup,False,Various,Various
1799,2020-03-06,Algeria,Australia,3,2,CONCACAF Gold Cup,False,Various,Various
2530,2020-03-06,Egypt,Zimbabwe,1,1,Friendly,False,Various,Various
2673,2020-03-06,Peru,Rwanda,0,0,UEFA European Championship,False,Various,Various
3063,2020-03-06,Australia,Gabon,3,0,UEFA Nations League,False,Various,Various
1736,2020-03-07,Bahrain,Australia,1,0,FIFA World Cup qualification,True,New York,Brazil
2716,2020-03-07,Gabon,Ivory Coast,2,4,UEFA Nations League,False,Various,Various
2947,2020-03-07,Chile,Singapore,0,0,CONCACAF Gold Cup,False,Various,Various
4944,2020-03-07,Guyana,Guatemala,3,2,FIFA World Cup,False,Various,Various
2357,2020-03-08,Costa Rica,United Arab Emirates,4,3,Copa América,False,Various,Various
2764,2020-03-08,Belgium,Hungary,2,1,CONCACAF Gold Cup,True,London,Brazil
3828,2020-03-08,New Zealand,Angola,0,2,Africa Cup of Nations,False,Various,Various
239,2020-03-09,Kazakhstan,Tunisia,4,3,International Friendly,False,Various,Various
1560,2020-03-09,Malaysia,Wales,3,1,Copa América,False,Various,Various
3102,2020-03-09,Mongolia,Burkina Faso,0,2,FIFA World Cup qualification,False,Various,Various
2071,2020-03-10,Gabon,Kosovo,0,0,CONCACAF Gold Cup,True,Doha,Germany
4500,2020-03-10,Serbia,Sri Lanka,1,1,Africa Cup of Nations,False,Various,Various
96,2020-03-11,Zimbabwe,Turkey,2,1,UEFA Nations League,False,Various,Various
2971,2020-03-11,Brazil,Yemen,1,0,International Friendly,False,Various,Brazil
793,2020-03-12,Madagascar,Saudi Arabia,0,1,Africa Cup of Nations,False,Various,Various
800,2020-03-12,Belgium,Madagascar,1,0,CONCACAF Gold Cup,False,Various,Various
1267,2020-03-12,Norway,England,3,3,UEFA European Championship,False,Various,Various
1455,2020-03-12,Iran,Paraguay,1,0,FIFA World Cup qualification,False,Various,Various
3497,2020-03-13,Mali,Nigeria,1,0,CONCACAF Gold Cup,False,Various,Various
4701,2020-03-13,Switzerland,Canada,3,2,UEFA Nations League,False,Various,Various
1839,2020-03-14,Costa Rica,Scotland,3,2,CONCACAF Gold Cup,False,Various,Various
2191,2020-03-14,Philippines,Kazakhstan,1,2,UEFA European Championship,False,Various,Various
3655,2020-03-14,Egypt,Malaysia,4,3,Friendly,False,Various,Various
1318,2020-03-15,Vietnam,Georgia,0,0,AFC Asian Cup,False,Various,Various
2281,2020-03-15,Congo DR,Nigeria,2,1,CONCACAF Gold Cup,False,Various,Various
4818,2020-03-15,Czech Republic,Poland,3,2,Friendly,False,Various,Various
4977,2020-03-15,Singapore,Greece,1,1,UEFA European Championship,False,Various,Various
627,2020-03-16,Japan,Azerbaijan,2,1,UEFA Nations League,False,Various,Various
632,2020-03-16,Turkey,Guyana,2,1,UEFA European Championship,False,Various,Various
3309,2020-03-16,El Salvador,Turkey,1,1,Africa Cup of Nations,False,Various,Various
3577,2020-03-16,Colombia,Kazakhstan,2,2,FIFA World Cup,False,Various,Various
3949,2020-03-16,Philippines,Kazakhstan,3,2,International Friendly,False,Various,Various
527,2020-03-17,Iran,Iraq,1,1,UEFA Nations League,False,Various,Various
946,2020-03-17,Honduras,Peru,2,1,UEFA European Championship,False,Various,Various
1463,2020-03-17,Ivory Coast,Honduras,1,1,UEFA Nations League,False,Various,Various
448,2020-03-19,Palestine,Comoros,3,0,FIFA World Cup,False,Various,Various
2213,2020-03-19,Colombia,Mongolia,3,1,CONCACAF Gold Cup,False,Various,Various
2695,2020-03-19,Mongolia,China PR,2,1,AFC Asian Cup,False,Various,Various
386,2020-03-20,Sri Lanka,Slovakia,0,3,Friendly,False,Various,Various
3645,2020-03-20,France,Iceland,4,3,CONCACAF Gold Cup,False,Various,France
1380,2020-03-22,India,Cameroon,0,1,Africa Cup of Nations,False,Various,Various
4302,2020-03-22,Madagascar,Peru,0,1,Friendly,False,Various,Various
1386,2020-03-23,Kazakhstan,Dominican Republic,3,1,Copa América,True,São Paulo,England
85,2020-03-24,Bahrain,South Korea,0,0,CONCACAF Gold Cup,False,Various,Various
1606,2020-03-24,Suriname,Romania,1,2,Africa Cup of Nations,True,London,United States
4581,2020-03-24,United Arab Emirates,Iran,2,2,Friendly,False,Various,Various
111,2020-03-25,Spain,Nigeria,1,1,UEFA Nations League,False,Various,Various
1781,2020-03-25,Nepal,Jamaica,1,1,CONCACAF Gold Cup,False,Various,Various
2460,2020-03-25,Angola,Guyana,1,1,FIFA World Cup,False,Various,Various
4832,2020-03-26,Austria,Haiti,3,2,CONCACAF Gold Cup,False,Various,Various
37,2020-03-27,Serbia,Germany,0,0,UEFA European Championship,True,Paris,France
1896,2020-03-28,Spain,Colombia,3,2,UEFA European Championship,False,Various,Various
3468,2020-03-28,Dominican Republic,Bangladesh,3,1,UEFA Nations League,False,Various,Various
1683,2020-03-29,Mexico,Jamaica,3,2,Friendly,False,Various,Various
3218,2020-03-29,Bolivia,South Korea,0,0,Friendly,False,Various,Various
3977,2020-03-29,Australia,Peru,1,0,Africa Cup of Nations,False,Various,Various
4967,2020-03-29,Chile,Morocco,3,2,CONCACAF Gold Cup,False,Various,Various
1140,2020-03-30,Kuwait,Greece,4,3,UEFA Nations League,True,New York,England
1784,2020-03-30,Azerbaijan,Bolivia,1,0,CONCACAF Gold Cup,False,Various,Various
2122,2020-03-30,Russia,Honduras,1,1,UEFA Nations League,False,Various,Various
3737,2020-03-31,Zimbabwe,Guinea,3,2,FIFA World Cup qualification,False,Various,Various
4683,2020-03-31,El Salvador,Tunisia,0,1,UEFA Nations League,False,Various,Various
828,2020-04-01,Egypt,Azerbaijan,0,1,International Friendly,True,New York,Brazil
3224,2020-04-01,El Salvador,Croatia,1,4,FIFA World Cup,True,London,Germany
2852,2020-04-03,Guatemala,South Korea,1,2,AFC Asian Cup,True,London,Qatar
3846,2020-04-03,Ukraine,Bosnia and Herzegovina,0,0,Copa América,False,Various,Various
3298,2020-04-04,Bangladesh,Uruguay,2,3,UEFA European Championship,False,Various,Various
1929,2020-04-05,Georgia,Canada,1,1,UEFA Nations League,False,Various,Various
2556,2020-04-05,Ivory Coast,Cape Verde,2,3,FIFA World Cup,False,Various,Various
3294,2020-04-05,China PR,Jamaica,2,1,International Friendly,False,Various,Various
3848,2020-04-05,Rwanda,Mali,1,1,AFC Asian Cup,False,Various,Various
3944,2020-04-06,Gabon,Sri Lanka,2,3,Copa América,False,Various,Various
4653,2020-04-06,Sri Lanka,Costa Rica,0,0,Friendly,False,Various,Various
720,2020-04-07,Scotland,Australia,0,0,International Friendly,False,Various,Various
1037,2020-04-07,El Salvador,Comoros,3,0,UEFA European Championship,False,Various,Various
3117,2020-04-07,Indonesia,Brazil,0,3,FIFA World Cup,False,Various,Various
4176,2020-04-07,Tunisia,Kazakhstan,2,0,UEFA Nations League,False,Various,Various
2507,2020-04-08,Madagascar,Cuba,0,2,Africa Cup of Nations,False,Various,Various
4355,2020-04-08,Honduras,Armenia,2,1,UEFA Nations League,False,Various,Various
761,2020-04-09,Senegal,Costa Rica,0,2,AFC Asian Cup,False,Various,Various
1705,2020-04-09,Netherlands,Georgia,3,0,FIFA World Cup,True,Doha,Qatar
2039,2020-04-09,Uzbekistan,Sweden,2,2,AFC Asian Cup,False,Various,Various
3561,2020-04-10,Spain,Kazakhstan,2,0,Africa Cup of Nations,False,Various,Various
4027,2020-04-10,Slovenia,Zimbabwe,0,1,Friendly,False,Various,Various
937,2020-04-11,Zimbabwe,Indonesia,3,1,Friendly,False,Various,Various
4281,2020-04-11,Cape Verde,Haiti,1,0,UEFA Nations League,False,Various,Various
2500,2020-04-12,Turkey,Ecuador,0,0,UEFA Nations League,False,Various,Various
966,2020-04-13,Cameroon,Bangladesh,0,0,AFC Asian Cup,False,Various,Various
2787,2020-04-14,Croatia,Ecuador,2,0,UEFA European Championship,False,Various,Various
3350,2020-04-14,Honduras,United States,3,0,FIFA World Cup qualification,False,Various,Various
4353,2020-04-14,Afghanistan,Finland,1,1,International Friendly,False,Various,Various
1364,2020-04-15,Argentina,Philippines,3,2,AFC Asian Cup,False,Various,Various
1579,2020-04-15,Burkina Faso,Gabon,2,1,Africa Cup of Nations,True,New York,Brazil
3734,2020-04-15,Bangladesh,Sweden,2,2,Copa América,False,Various,Various
1329,2020-04-16,Slovakia,Venezuela,0,3,UEFA Nations League,False,Various,Various
163,2020-04-17,Myanmar,Madagascar,1,1,UEFA Nations League,True,Paris,Germany
1532,2020-04-17,South Korea,Iran,1,0,Copa América,False,Various,Various
2925,2020-04-17,Greece,Haiti,2,1,Copa América,False,Various,Various
3225,2020-04-17,Guatemala,Italy,1,2,CONCACAF Gold Cup,True,São Paulo,Brazil
3533,2020-04-18,Mongolia,Austria,0,3,FIFA World Cup,False,Various,Various
240,2020-04-19,Afghanistan,Nepal,0,0,International Friendly,False,Various,Various
818,2020-04-19,Philippines,Greece,1,2,Copa América,False,Various,Various
1008,2020-04-19,Philippines,China PR,4,3,UEFA Nations League,False,Various,Various
2629,2020-04-19,Uruguay,Comoros,3,1,UEFA European Championship,True,Berlin,Germany
4253,2020-04-19,Sri Lanka,China PR,1,1,FIFA World Cup,True,São Paulo,United States
313,2020-04-20,Sri Lanka,Iran,1,2,CONCACAF Gold Cup,False,Various,Various
825,2020-04-20,Malaysia,Venezuela,0,2,AFC Asian Cup,False,Various,Various
1445,2020-04-20,Hungary,Venezuela,3,2,Africa Cup of Nations,False,Various,Various
2888,2020-04-20,Honduras,Ivory Coast,0,0,Africa Cup of Nations,True,São Paulo,Germany
4214,2020-04-20,Morocco,Malaysia,1,0,FIFA World Cup qualification,False,Various,Various
82,2020-04-21,Palestine,North Macedonia,3,2,Copa América,True,Berlin,Brazil
3775,2020-04-21,Italy,Egypt,4,1,Africa Cup of Nations,False,Various,Various
4790,2020-04-21,Dominican Republic,Myanmar,0,0,CONCACAF Gold Cup,False,Various,Various
1363,2020-04-22,Malaysia,Suriname,3,2,Friendly,False,Various,Various
3496,2020-04-22,Wales,Northern Ireland,1,0,Copa América,False,Various,Various
4948,2020-04-22,Albania,Zambia,3,1,FIFA World Cup,False,Various,Various
1222,2020-04-23,Burkina Faso,Israel,1,1,FIFA World Cup qualification,False,Various,Various
4341,2020-04-23,Chile,Costa Rica,2,1,UEFA European Championship,False,Various,Various
4370,2020-04-23,Nepal,Senegal,2,1,Africa Cup of Nations,False,Various,Various
1491,2020-04-24,Ghana,Kenya,1,1,Copa América,False,Various,Various
4484,2020-04-24,Guyana,Palestine,2,1,CONCACAF Gold Cup,False,Various,Various
1050,2020-04-25,Syria,South Africa,1,1,UEFA Nations League,False,Various,Various
1545,2020-04-26,Brazil,Spain,2,3,AFC Asian Cup,True,London,Brazil
4471,2020-04-26,Zambia,Algeria,1,0,AFC Asian Cup,True,New York,Brazil
3088,2020-04-27,Honduras,Vietnam,0,0,CONCACAF Gold Cup,False,Various,Various
3700,2020-04-27,Malaysia,Belgium,4,1,Copa América,False,Various,Various
117,2020-04-28,Bangladesh,Austria,0,2,Copa América,False,Various,Various
1697,2020-04-28,South Korea,Canada,2,2,FIFA World Cup qualification,False,Various,Various
2447,2020-04-28,Palestine,Portugal,1,2,Friendly,False,Various,Various
749,2020-04-29,Yemen,Iran,0,0,UEFA European Championship,False,Various,Various
2045,2020-04-29,Oman,Iraq,2,1,International Friendly,False,Various,Various
639,2020-04-30,Malaysia,Japan,1,4,AFC Asian Cup,False,Various,Various
1304,2020-04-30,Belgium,Libya,0,0,CONCACAF Gold Cup,False,Various,Various
3970,2020-04-30,Mongolia,Czech Republic,2,1,Copa América,False,Various,Various
302,2020-05-01,Bosnia and Herzegovina,Gabon,3,1,UEFA European Championship,False,Various,Various
1469,2020-05-01,Algeria,Northern Ireland,2,1,International Friendly,False,Various,Various
2538,2020-05-01,Romania,Costa Rica,4,2,UEFA European Championship,False,Various,Various
2689,2020-05-01,Honduras,Cuba,3,2,FIFA World Cup qualification,False,Various,Various
1544,2020-05-02,Yemen,Rwanda,2,1,UEFA Nations League,False,Various,Various
4509,2020-05-02,Belgium,Austria,0,0,AFC Asian Cup,False,Various,Various
2598,2020-05-03,China PR,Honduras,1,1,Friendly,False,Various,Various
2705,2020-05-03,Singapore,Panama,0,0,Copa América,False,Various,Various
3582,2020-05-03,Japan,Iraq,0,0,AFC Asian Cup,False,Various,Various
3830,2020-05-03,Republic of Ireland,Trinidad and Tobago,3,1,CONCACAF Gold Cup,False,Various,Various
226,2020-05-04,Poland,Albania,2,0,UEFA Nations League,False,Various,Various
1416,2020-05-04,Netherlands,Albania,2,2,International Friendly,False,Various,Various
3443,2020-05-05,Indonesia,Iraq,1,1,FIFA World Cup,False,Various,Various
3755,2020-05-06,Pakistan,Suriname,1,3,AFC Asian Cup,False,Various,Various
697,2020-05-07,Morocco,Scotland,3,0,Africa Cup of Nations,False,Various,Various
3772,2020-05-07,United States,Chile,2,2,FIFA World Cup qualification,True,Doha,England
38,2020-05-08,Netherlands,Germany,0,0,UEFA European Championship,False,Various,Various
1662,2020-05-08,Costa Rica,Belgium,2,1,International Friendly,True,Doha,Brazil
2703,2020-05-08,Brazil,Burkina Faso,4,3,FIFA World Cup qualification,False,Various,Brazil
2664,2020-05-09,Norway,New Zealand,3,2,International Friendly,False,Various,Various
1005,2020-05-11,North Macedonia,Iceland,3,4,Africa Cup of Nations,False,Various,Various
1175,2020-05-11,Mexico,Bangladesh,1,0,AFC Asian Cup,False,Various,Various
2885,2020-05-11,Lebanon,Ivory Coast,3,0,UEFA European Championship,False,Various,Various
398,2020-05-12,Jordan,Sri Lanka,3,2,International Friendly,False,Various,Various
1467,2020-05-12,Northern Ireland,Qatar,1,1,FIFA World Cup qualification,False,Various,Various
333,2020-05-13,Cape Verde,Wales,2,0,CONCACAF Gold Cup,False,Various,Various
559,2020-05-13,New Zealand,United Arab Emirates,2,1,Copa América,False,Various,Various
3966,2020-05-13,Mauritania,Venezuela,0,2,UEFA European Championship,False,Various,Various
3876,2020-05-14,Guinea,Nicaragua,4,3,International Friendly,False,Various,Various
2942,2020-05-15,Honduras,Slovakia,0,0,International Friendly,False,Various,Various
2995,2020-05-15,Mongolia,Madagascar,0,1,Copa América,False,Various,Various
3946,2020-05-15,Morocco,Indonesia,2,1,Africa Cup of Nations,False,Various,Various
3232,2020-05-16,Cape Verde,Switzerland,3,4,UEFA European Championship,False,Various,Various
3352,2020-05-16,Guinea,Egypt,2,1,Friendly,False,Various,Various
4680,2020-05-16,Malaysia,Jamaica,1,1,FIFA World Cup,False,Various,Various
2678,2020-05-17,Ukraine,India,0,0,CONCACAF Gold Cup,False,Various,Various
4333,2020-05-17,Northern Ireland,Hong Kong,1,1,Africa Cup of Nations,False,Various,Various
1433,2020-05-18,Ghana,North Macedonia,1,0,FIFA World Cup,False,Various,Various
2325,2020-05-18,Venezuela,Armenia,1,0,UEFA European Championship,False,Various,Various
3899,2020-05-18,Philippines,Jordan,3,2,International Friendly,False,Various,Various
4226,2020-05-18,Egypt,North Macedonia,1,0,AFC Asian Cup,True,London,England
3481,2020-05-20,Ghana,Iran,2,1,Copa América,False,Various,Various
4953,2020-05-20,Palestine,Guyana,3,2,International Friendly,True,Berlin,Qatar
3917,2020-05-21,Bosnia and Herzegovina,Colombia,0,0,FIFA World Cup qualification,False,Various,Various
4114,2020-05-21,Portugal,Egypt,2,1,Africa Cup of Nations,False,Various,Various
777,2020-05-22,Ecuador,Iceland,3,3,Copa América,False,Various,Various
